_link,id,tag,date,ocid,initiationType,buyer_id,buyer_name,tender_id,tender_title,tender_procurementMethodDetails,tender_status,tender_mainProcurementCategory,tender_awardCriteriaDetails,tender_description,tender_hasEnquiries,tender_eligibilityCriteria,tender_awardCriteria,tender_procurementMethod,tender_procurementMethodRationale,tender_numberOfTenderers,tender_value_amount,tender_value_currency,tender_minValue_amount,tender_minValue_currency,tender_tenderPeriod_endDate,tender_tenderPeriod_startDate,tender_enquiryPeriod_endDate,tender_enquiryPeriod_startDate,planning_rationale,planning_budget_id,planning_budget_description,planning_budget_project,planning_budget_projectID,planning_budget_amount_amount,planning_budget_amount_currency,tender_awardPeriod_startDate,tender_awardPeriod_endDate
33,ocds-rw2stw-1DROB-6430/08/DROBRT/3371574/2074/75-26-2018-02-12T19:00:00+05:45,compiled,2018-02-12T19:00:00+05:45,ocds-rw2stw-1DROB-6430/08/DROBRT/3371574/2074/75-26,tender,f5931b65d10cab12d63ec3c8a2890148,105 Division Road Office Biratnagar,1DROB-6430/08/DROBRT/3371574/2074/75-26,"Construction of Two Webbed RCC Bridge in Dhadad Khola , Thalaha VDC ward no. 2 & 7, Morang",NCB,active,works,,,false,,,open,,8,0,NPR,0,NPR,2018-03-14T12:00:00+05:45,2018-02-12T19:00:00+05:45,2018-03-04T12:00:00+05:45,2018-02-12T19:00:00+05:45,null,3371574,Government Budget,"Construction of Two Webbed RCC Bridge in Dhadad Khola , Thalaha VDC ward no. 2 & 7, Morang",6430,n/a,NPR,,
34,ocds-rw2stw-1DROD-1623/DRODMK/3371653/074/75-1-2017-08-31T00:00:00+05:45,compiled,2017-08-31T00:00:00+05:45,ocds-rw2stw-1DROD-1623/DRODMK/3371653/074/75-1,tender,476a7e9c7c118fcd88bd022213bf87a5,102 Division Road Office Damak,1DROD-1623/DRODMK/3371653/074/75-1,"Recurrent Maintenance Work on SRN Roads, Jhapa",NCB,active,works,,,false,,,open,,11,0,NPR,0,NPR,2017-10-09T12:00:00+05:45,2017-08-31T00:00:00+05:45,2017-09-29T12:00:00+05:45,2017-08-31T00:00:00+05:45,null,3371653,Government Budget,"Recurrent Maintenance Work on SRN Roads, Jhapa",1623,n/a,NPR,2017-11-30T15:44:39+05:45,
35,ocds-rw2stw-1DROD-7144/DRODKT/3373204/074/075-025-2018-02-28T06:00:00+05:45,compiled,2018-02-28T06:00:00+05:45,ocds-rw2stw-1DROD-7144/DRODKT/3373204/074/075-025,tender,1575670c0ee87500ea2d26ebd32bdc3b,104 Division Road Office Dhankuta,1DROD-7144/DRODKT/3373204/074/075-025,Maintenance and Protection of Bridges and Cross Drainage Structures on Koshi Rajmarg (Bhedetar-Dhankuta-Hile-Nunthala section),NCB,active,works,,,false,,,open,,4,0,NPR,0,NPR,2018-03-30T12:00:00+05:45,2018-02-28T06:00:00+05:45,2018-03-20T12:00:00+05:45,2018-02-28T06:00:00+05:45,null,3373204,Government Budget,Maintenance and Protection of Bridges and Cross Drainage Structures on Koshi Rajmarg (Bhedetar-Dhankuta-Hile-Nunthala section),7144,n/a,NPR,,
36,ocds-rw2stw-1DROB-4154/05/ DROBRT/3373664/ 2074/75-14-2017-12-14T00:00:00+05:45,compiled,2017-12-14T00:00:00+05:45,ocds-rw2stw-1DROB-4154/05/ DROBRT/3373664/ 2074/75-14,tender,f5931b65d10cab12d63ec3c8a2890148,105 Division Road Office Biratnagar,1DROB-4154/05/ DROBRT/3373664/ 2074/75-14,"Blacktopped Road Construction Works including Drainage Structures on Rangeli road ko Ramchowk dekhi Rameshwor mandal ko ghar hudai sisbani jahada Pokhriya sima sadak,Morang",NCB,active,works,,,false,,,open,,6,0,NPR,0,NPR,2018-01-15T12:00:00+05:45,2017-12-14T00:00:00+05:45,2018-01-05T12:00:00+05:45,2017-12-14T00:00:00+05:45,null,3373664,Government Budget,"Blacktopped Road Construction Works including Drainage Structures on Rangeli road ko Ramchowk dekhi Rameshwor mandal ko ghar hudai sisbani jahada Pokhriya sima sadak,Morang",4154,n/a,NPR,,
37,ocds-rw2stw-1DROB-9903/12/DROBRT/3373664/2074/75-40-2018-04-24T12:00:00+05:45,compiled,2018-04-24T12:00:00+05:45,ocds-rw2stw-1DROB-9903/12/DROBRT/3373664/2074/75-40,tender,f5931b65d10cab12d63ec3c8a2890148,105 Division Road Office Biratnagar,1DROB-9903/12/DROBRT/3373664/2074/75-40,"Construction of Black Topped Road & Culvert in Laxmimarg dekhi dakshin Dangihat-Banauli-Karsiya hudai Aamahi(Bharat sima) sadak, Morang",NCB,active,works,,,false,,,open,,1,0,NPR,0,NPR,2018-05-24T12:00:00+05:45,2018-04-24T12:00:00+05:45,2018-05-14T12:00:00+05:45,2018-04-24T12:00:00+05:45,null,3373664,Government Budget,"Construction of Black Topped Road & Culvert in Laxmimarg dekhi dakshin Dangihat-Banauli-Karsiya hudai Aamahi(Bharat sima) sadak, Morang",9903,n/a,NPR,,
38,ocds-rw2stw-1DROD-4278/DRODKT/3373554/074/075-11-2017-12-19T06:00:00+05:45,compiled,2017-12-19T06:00:00+05:45,ocds-rw2stw-1DROD-4278/DRODKT/3373554/074/075-11,tender,1575670c0ee87500ea2d26ebd32bdc3b,104 Division Road Office Dhankuta,1DROD-4278/DRODKT/3373554/074/075-11,Roadway Excavation and Structure Works at Sudap-Jodisalla-Sukrabare-Road,Sealed Quotation,active,works,,,false,,,open,,3,0,NPR,0,NPR,2018-01-03T12:00:00+05:45,2017-12-19T06:00:00+05:45,2017-12-19T12:00:00+05:45,2017-12-19T06:00:00+05:45,null,3373554,,Roadway Excavation and Structure Works at Sudap-Jodisalla-Sukrabare-Road,4278,n/a,NPR,,
39,ocds-rw2stw-1DROB-9951/13/DROBRT/3373664/2074/75-44-2018-04-25T12:00:00+05:45,compiled,2018-04-25T12:00:00+05:45,ocds-rw2stw-1DROB-9951/13/DROBRT/3373664/2074/75-44,tender,f5931b65d10cab12d63ec3c8a2890148,105 Division Road Office Biratnagar,1DROB-9951/13/DROBRT/3373664/2074/75-44,"Blacktopped Road Construction Works including Drainage StructuresRangeli road ko Ramchowk dekhi Rameshwor mandal ko ghar hudai sisbani jahada Pokhriya sima sadak,Morang",NCB,active,works,,,false,,,open,,2,0,NPR,0,NPR,2018-05-25T10:00:00+05:45,2018-04-25T12:00:00+05:45,2018-05-15T10:00:00+05:45,2018-04-25T12:00:00+05:45,null,3373664,Government Budget,"Blacktopped Road Construction Works including Drainage StructuresRangeli road ko Ramchowk dekhi Rameshwor mandal ko ghar hudai sisbani jahada Pokhriya sima sadak,Morang",9951,n/a,NPR,,
40,ocds-rw2stw-1DROB-4245/06/DROBRT/3373354/2074/75-19-2017-12-18T00:00:00+05:45,compiled,2017-12-18T00:00:00+05:45,ocds-rw2stw-1DROB-4245/06/DROBRT/3373354/2074/75-19,tender,f5931b65d10cab12d63ec3c8a2890148,105 Division Road Office Biratnagar,1DROB-4245/06/DROBRT/3373354/2074/75-19,Blacktopped Road Construction Works including Drainage Structures in Duhabi Tetariya Motipur Rajghat Paalugothan Narayanjhoda Chandragadhi Road,NCB,active,works,,,false,,,open,,13,0,NPR,0,NPR,2018-01-17T12:00:00+05:45,2017-12-18T00:00:00+05:45,2018-01-07T12:00:00+05:45,2017-12-18T00:00:00+05:45,null,3373354,Government Budget,Blacktopped Road Construction Works including Drainage Structures in Duhabi Tetariya Motipur Rajghat Paalugothan Narayanjhoda Chandragadhi Road,4245,n/a,NPR,,
41,ocds-rw2stw-1DROB-9050/11/DROBRT/3373204/2074/75-37-2018-04-09T00:00:00+05:45,compiled,2018-04-09T00:00:00+05:45,ocds-rw2stw-1DROB-9050/11/DROBRT/3373204/2074/75-37,tender,f5931b65d10cab12d63ec3c8a2890148,105 Division Road Office Biratnagar,1DROB-9050/11/DROBRT/3373204/2074/75-37,River Trainingin Works  in Dass Bridge Protection,Sealed Quotation,active,works,,,false,,,open,,2,0,NPR,0,NPR,2018-04-24T12:00:00+05:45,2018-04-09T00:00:00+05:45,2018-04-09T12:00:00+05:45,2018-04-09T00:00:00+05:45,null,3373204,,River Trainingin Works  in Dass Bridge Protection,9050,n/a,NPR,,
42,ocds-rw2stw-1DROD-7140/DRODKT/3373354/074/075-024-2018-02-28T06:00:00+05:45,compiled,2018-02-28T06:00:00+05:45,ocds-rw2stw-1DROD-7140/DRODKT/3373354/074/075-024,tender,1575670c0ee87500ea2d26ebd32bdc3b,104 Division Road Office Dhankuta,1DROD-7140/DRODKT/3373354/074/075-024,Roadway Excavation and structural works on Kolbote-Mahabharat-Aahale-Kokaha-Barahachhetra Road,NCB,active,works,,,false,,,open,,4,0,NPR,0,NPR,2018-03-30T12:00:00+05:45,2018-02-28T06:00:00+05:45,2018-03-20T12:00:00+05:45,2018-02-28T06:00:00+05:45,null,3373354,Government Budget,Roadway Excavation and structural works on Kolbote-Mahabharat-Aahale-Kokaha-Barahachhetra Road,7140,n/a,NPR,,
43,ocds-rw2stw-1DROB-4242/06/DROBRT/3371653/2074/75-17-2017-12-18T00:00:00+05:45,compiled,2017-12-18T00:00:00+05:45,ocds-rw2stw-1DROB-4242/06/DROBRT/3371653/2074/75-17,tender,f5931b65d10cab12d63ec3c8a2890148,105 Division Road Office Biratnagar,1DROB-4242/06/DROBRT/3371653/2074/75-17,Periodic Maintenance Works on Mahendra Highway(Ithari-Koshi Barrage sector),NCB,active,works,,,false,,,open,,9,0,NPR,0,NPR,2018-01-17T12:00:00+05:45,2017-12-18T00:00:00+05:45,2018-01-07T12:00:00+05:45,2017-12-18T00:00:00+05:45,null,3371653,Government Budget,Periodic Maintenance Works on Mahendra Highway(Ithari-Koshi Barrage sector),4242,n/a,NPR,,
44,ocds-rw2stw-1DROB-4131/05/ DROBRT/3373554/ 2074/75-12-2017-12-14T00:00:00+05:45,compiled,2017-12-14T00:00:00+05:45,ocds-rw2stw-1DROB-4131/05/ DROBRT/3373554/ 2074/75-12,tender,f5931b65d10cab12d63ec3c8a2890148,105 Division Road Office Biratnagar,1DROB-4131/05/ DROBRT/3373554/ 2074/75-12,Construction of Black Top Road in Katahari Chowk - Janpriya HSS -Bhathigang--Majhare-Laxminiya-Pokhariya-Bharat Sima Sadak,NCB,active,works,,,false,,,open,,10,0,NPR,0,NPR,2018-01-15T12:00:00+05:45,2017-12-14T00:00:00+05:45,2018-01-05T12:00:00+05:45,2017-12-14T00:00:00+05:45,null,3373554,Government Budget,Construction of Black Top Road in Katahari Chowk - Janpriya HSS -Bhathigang--Majhare-Laxminiya-Pokhariya-Bharat Sima Sadak,4131,n/a,NPR,,
45,ocds-rw2stw-1DROB-4132/05/ DROBRT/3373554/ 2074/75-13-2017-12-14T00:00:00+05:45,compiled,2017-12-14T00:00:00+05:45,ocds-rw2stw-1DROB-4132/05/ DROBRT/3373554/ 2074/75-13,tender,f5931b65d10cab12d63ec3c8a2890148,105 Division Road Office Biratnagar,1DROB-4132/05/ DROBRT/3373554/ 2074/75-13,Construction of Black Top Road and Drainage Work  in Biratnagar Sugarmill bata Sunsari Aamduwa Krishifarm Sahebganj Kaptanganj V.D.C. sadak Sunsari,NCB,active,works,,,false,,,open,,11,0,NPR,0,NPR,2018-01-15T12:00:00+05:45,2017-12-14T00:00:00+05:45,2018-01-05T12:00:00+05:45,2017-12-14T00:00:00+05:45,null,3373554,Government Budget,Construction of Black Top Road and Drainage Work  in Biratnagar Sugarmill bata Sunsari Aamduwa Krishifarm Sahebganj Kaptanganj V.D.C. sadak Sunsari,4132,n/a,NPR,,
46,ocds-rw2stw-1DROD-4280/DRODKT/3373564/074/075-13-2017-12-19T00:00:00+05:45,compiled,2017-12-19T00:00:00+05:45,ocds-rw2stw-1DROD-4280/DRODKT/3373564/074/075-13,tender,1575670c0ee87500ea2d26ebd32bdc3b,104 Division Road Office Dhankuta,1DROD-4280/DRODKT/3373564/074/075-13,Rigid pavement and Drain works at Koshi Highway (Hile-Sidhuwa-Basantpur Sector),NCB,active,works,,,false,,,open,,9,0,NPR,0,NPR,2018-01-19T12:00:00+05:45,2017-12-19T00:00:00+05:45,2018-01-09T12:00:00+05:45,2017-12-19T00:00:00+05:45,null,3373564,Government Budget,Rigid pavement and Drain works at Koshi Highway (Hile-Sidhuwa-Basantpur Sector),4280,n/a,NPR,,
47,ocds-rw2stw-1DROB-3875/04/ DROBRT/3373664/ 2074/75-10-2017-12-03T00:00:00+05:45,compiled,2017-12-03T00:00:00+05:45,ocds-rw2stw-1DROB-3875/04/ DROBRT/3373664/ 2074/75-10,tender,f5931b65d10cab12d63ec3c8a2890148,105 Division Road Office Biratnagar,1DROB-3875/04/ DROBRT/3373664/ 2074/75-10,Construction of Black Top Road including Drainage structure in Katahari-Majhare-Pokhariya-Nocha   Road Morang,NCB,active,works,,,false,,,open,,8,0,NPR,0,NPR,2018-01-03T12:00:00+05:45,2017-12-03T00:00:00+05:45,2017-12-24T12:00:00+05:45,2017-12-03T00:00:00+05:45,null,3373664,Government Budget,Construction of Black Top Road including Drainage structure in Katahari-Majhare-Pokhariya-Nocha   Road Morang,3875,n/a,NPR,,
48,ocds-rw2stw-1DROD-7129/DRODKT/3371653_Spec/074/075-20-2018-02-28T06:00:00+05:45,compiled,2018-02-28T06:00:00+05:45,ocds-rw2stw-1DROD-7129/DRODKT/3371653_Spec/074/075-20,tender,1575670c0ee87500ea2d26ebd32bdc3b,104 Division Road Office Dhankuta,1DROD-7129/DRODKT/3371653_Spec/074/075-20,Specific maintainance on Bhedetar-Rajarani road,Sealed Quotation,active,works,,,false,,,open,,3,0,NPR,0,NPR,2018-03-15T12:00:00+05:45,2018-02-28T06:00:00+05:45,2018-02-28T12:00:00+05:45,2018-02-28T06:00:00+05:45,null,3371653,,Specific maintainance on Bhedetar-Rajarani road,7129,n/a,NPR,,
49,ocds-rw2stw-1DROB-5916/07/DROBRT/3373554/074/75-22-2018-02-01T00:00:00+05:45,compiled,2018-02-01T00:00:00+05:45,ocds-rw2stw-1DROB-5916/07/DROBRT/3373554/074/75-22,tender,f5931b65d10cab12d63ec3c8a2890148,105 Division Road Office Biratnagar,1DROB-5916/07/DROBRT/3373554/074/75-22,Blacktopped Road Construction Works including drainage structure in Dharan-Bypass-seuti-Zero point,NCB,active,works,,,false,,,open,,9,0,NPR,0,NPR,2018-03-04T12:00:00+05:45,2018-02-01T00:00:00+05:45,2018-02-22T12:00:00+05:45,2018-02-01T00:00:00+05:45,null,3373554,Government Budget,Blacktopped Road Construction Works including drainage structure in Dharan-Bypass-seuti-Zero point,5916,n/a,NPR,,
50,ocds-rw2stw-1DROD-4279/DRODKT/3071084/074/075-12-2017-12-19T00:00:00+05:45,compiled,2017-12-19T00:00:00+05:45,ocds-rw2stw-1DROD-4279/DRODKT/3071084/074/075-12,tender,1575670c0ee87500ea2d26ebd32bdc3b,104 Division Road Office Dhankuta,1DROD-4279/DRODKT/3071084/074/075-12,Upgrading Road works at Nigale Cement quarry Access Road,NCB,active,works,,,false,,,open,,8,0,NPR,0,NPR,2018-01-19T12:00:00+05:45,2017-12-19T00:00:00+05:45,2018-01-09T12:00:00+05:45,2017-12-19T00:00:00+05:45,null,3071084,Government Budget,Upgrading Road works at Nigale Cement quarry Access Road,4279,n/a,NPR,,
51,ocds-rw2stw-1DROB-4173/05/ DROBRT/3373664/ 2074/75-15-2017-12-14T00:00:00+05:45,compiled,2017-12-14T00:00:00+05:45,ocds-rw2stw-1DROB-4173/05/ DROBRT/3373664/ 2074/75-15,tender,f5931b65d10cab12d63ec3c8a2890148,105 Division Road Office Biratnagar,1DROB-4173/05/ DROBRT/3373664/ 2074/75-15,"Construction of Black Top Road including Drainage structure in Sunsari Xetra no 4 - Sahebjung (Bharat Border)- Ra. Shi. Ga.Bi.Sa.  Thakurbadi chowk hudai     Ra. Shi. 6,5,4,3,2 hudai Gautampur Ga. Bi. Sa. Itabhatta hudai Hatiya chowk - Jalpapur Ga. Bi. Sa. Babiya Ga. Bi. Sa. hudai Shastra Sima Prahari hudai -Hanuman chowkbat Rajmarg 20 km",NCB,active,works,,,false,,,open,,4,0,NPR,0,NPR,2018-01-15T12:00:00+05:45,2017-12-14T00:00:00+05:45,2018-01-05T12:00:00+05:45,2017-12-14T00:00:00+05:45,null,3373664,Government Budget,"Construction of Black Top Road including Drainage structure in Sunsari Xetra no 4 - Sahebjung (Bharat Border)- Ra. Shi. Ga.Bi.Sa.  Thakurbadi chowk hudai     Ra. Shi. 6,5,4,3,2 hudai Gautampur Ga. Bi. Sa. Itabhatta hudai Hatiya chowk - Jalpapur Ga. Bi. Sa. Babiya Ga. Bi. Sa. hudai Shastra Sima Prahari hudai -Hanuman chowkbat Rajmarg 20 km",4173,n/a,NPR,,
52,ocds-rw2stw-1DROD-9199/DRODKT/3373204/074/075-27-2018-04-12T00:00:00+05:45,compiled,2018-04-12T00:00:00+05:45,ocds-rw2stw-1DROD-9199/DRODKT/3373204/074/075-27,tender,1575670c0ee87500ea2d26ebd32bdc3b,104 Division Road Office Dhankuta,1DROD-9199/DRODKT/3373204/074/075-27,Maintenance and Protection of Bridges and Cross Drainage Structures,NCB,active,works,,,false,,,open,,3,0,NPR,0,NPR,2018-05-14T12:00:00+05:45,2018-04-12T00:00:00+05:45,2018-05-04T12:00:00+05:45,2018-04-12T00:00:00+05:45,null,3373204,Government Budget,Maintenance and Protection of Bridges and Cross Drainage Structures,9199,n/a,NPR,,
53,ocds-rw2stw-1DROD-3845/DRODKT/3371653_Periodic/074/75-010-2017-12-03T06:00:00+05:45,compiled,2017-12-03T06:00:00+05:45,ocds-rw2stw-1DROD-3845/DRODKT/3371653_Periodic/074/75-010,tender,1575670c0ee87500ea2d26ebd32bdc3b,104 Division Road Office Dhankuta,1DROD-3845/DRODKT/3371653_Periodic/074/75-010,Periodic maintenance works,NCB,active,works,,,false,,,open,,2,0,NPR,0,NPR,2018-01-02T12:00:00+05:45,2017-12-03T06:00:00+05:45,2017-12-23T12:00:00+05:45,2017-12-03T06:00:00+05:45,null,3371653,Government Budget,Periodic maintenance works,3845,n/a,NPR,,
54,ocds-rw2stw-1DROD-7320/DRODMK/3373664/074/75-10-2018-03-05T00:00:00+05:45,compiled,2018-03-05T00:00:00+05:45,ocds-rw2stw-1DROD-7320/DRODMK/3373664/074/75-10,tender,476a7e9c7c118fcd88bd022213bf87a5,102 Division Road Office Damak,1DROD-7320/DRODMK/3373664/074/75-10,Construction of  Black-topped Road on Jhapa Chowk Bhadrapur Birtamode Road,NCB,active,works,,,false,,,open,,12,0,NPR,0,NPR,2018-04-04T12:00:00+05:45,2018-03-05T00:00:00+05:45,2018-03-25T12:00:00+05:45,2018-03-05T00:00:00+05:45,null,337366-4,Government Budget,Construction of  Black-topped Road on Jhapa Chowk Bhadrapur Birtamode Road,7320,n/a,NPR,2018-06-18T20:22:56+05:45,
55,ocds-rw2stw-1DROD-9559/DRODMK/3371244/074/75-17-2018-04-18T00:00:00+05:45,compiled,2018-04-18T00:00:00+05:45,ocds-rw2stw-1DROD-9559/DRODMK/3371244/074/75-17,tender,476a7e9c7c118fcd88bd022213bf87a5,102 Division Road Office Damak,1DROD-9559/DRODMK/3371244/074/75-17,Black-top Work on Damak Chisapani Road,NCB,active,works,,,false,,,open,,16,0,NPR,0,NPR,2018-05-18T12:00:00+05:45,2018-04-18T00:00:00+05:45,2018-05-08T12:00:00+05:45,2018-04-18T00:00:00+05:45,null,337124/4,Government Budget,Black-top Work on Damak Chisapani Road,9559,n/a,NPR,2018-07-02T08:42:53+05:45,
56,ocds-rw2stw-1DROB-9904/12/DROBRT/3373664/2074/75-41-2018-04-24T12:00:00+05:45,compiled,2018-04-24T12:00:00+05:45,ocds-rw2stw-1DROB-9904/12/DROBRT/3373664/2074/75-41,tender,f5931b65d10cab12d63ec3c8a2890148,105 Division Road Office Biratnagar,1DROB-9904/12/DROBRT/3373664/2074/75-41,"Construction of Black Top Road including Drainage structure in Sunsari Xetra no 4 - Sahebjung (Bharat Border)- Ra. Shi. Ga.Bi.Sa.  Thakurbadi chowk hudai     Ra. Shi. 6,5,4,3,2 hudai Gautampur Ga. Bi. Sa. Itabhatta hudai Hatiya chowk - Jalpapur Ga. Bi. Sa. Babiya Ga. Bi. Sa. hudai Shastra Sima Prahari hudai -Hanuman chowkbat Rajmarg 20 km",NCB,active,works,,,false,,,open,,2,0,NPR,0,NPR,2018-05-24T12:00:00+05:45,2018-04-24T12:00:00+05:45,2018-05-14T12:00:00+05:45,2018-04-24T12:00:00+05:45,null,3373664,Government Budget,"Construction of Black Top Road including Drainage structure in Sunsari Xetra no 4 - Sahebjung (Bharat Border)- Ra. Shi. Ga.Bi.Sa.  Thakurbadi chowk hudai     Ra. Shi. 6,5,4,3,2 hudai Gautampur Ga. Bi. Sa. Itabhatta hudai Hatiya chowk - Jalpapur Ga. Bi. Sa. Babiya Ga. Bi. Sa. hudai Shastra Sima Prahari hudai -Hanuman chowkbat Rajmarg 20 km",9904,n/a,NPR,,
57,ocds-rw2stw-1DROB-6429/08/DROBRT/3371574/2074/75-25-2018-02-12T19:00:00+05:45,compiled,2018-02-12T19:00:00+05:45,ocds-rw2stw-1DROB-6429/08/DROBRT/3371574/2074/75-25,tender,f5931b65d10cab12d63ec3c8a2890148,105 Division Road Office Biratnagar,1DROB-6429/08/DROBRT/3371574/2074/75-25,"Construction of Two Webbed RCC Bridge in Singhya River Bridge, Gokwaghat Milanchaowk Lakhantari Hathimuda Road, Morang",NCB,active,works,,,false,,,open,,10,0,NPR,0,NPR,2018-03-14T12:00:00+05:45,2018-02-12T19:00:00+05:45,2018-03-04T12:00:00+05:45,2018-02-12T19:00:00+05:45,null,3371574,Government Budget,"Construction of Two Webbed RCC Bridge in Singhya River Bridge, Gokwaghat Milanchaowk Lakhantari Hathimuda Road, Morang",6429,n/a,NPR,,
58,ocds-rw2stw-1DROD-7132/DRODKT/3371653_Spec/074/075-021-2018-02-28T06:00:00+05:45,compiled,2018-02-28T06:00:00+05:45,ocds-rw2stw-1DROD-7132/DRODKT/3371653_Spec/074/075-021,tender,1575670c0ee87500ea2d26ebd32bdc3b,104 Division Road Office Dhankuta,1DROD-7132/DRODKT/3371653_Spec/074/075-021,Road safety works on Koshi Rajmarg Dhankuta-Hile-Guranse Section,Sealed Quotation,active,works,,,false,,,open,,3,0,NPR,0,NPR,2018-03-15T12:00:00+05:45,2018-02-28T06:00:00+05:45,2018-02-28T12:00:00+05:45,2018-02-28T06:00:00+05:45,null,3371653,,Road safety works on Koshi Rajmarg Dhankuta-Hile-Guranse Section,7132,n/a,NPR,,
59,ocds-rw2stw-1DROD-5519/DRODMK/3371574/074/75-7-2018-01-21T00:00:00+05:45,compiled,2018-01-21T00:00:00+05:45,ocds-rw2stw-1DROD-5519/DRODMK/3371574/074/75-7,tender,476a7e9c7c118fcd88bd022213bf87a5,102 Division Road Office Damak,1DROD-5519/DRODMK/3371574/074/75-7,"Construction of Bridge ( Pre-stressed Concrete Bridge (1x40m) with Pile Foundation) over Kamal Khola in Baigundhura, Gauradaha-9, Jhapa",NCB,active,works,,,false,,,open,,13,0,NPR,0,NPR,2018-02-21T12:00:00+05:45,2018-01-21T00:00:00+05:45,2018-02-11T12:00:00+05:45,2018-01-21T00:00:00+05:45,null,3371574,Government Budget,"Construction of Bridge ( Pre-stressed Concrete Bridge (1x40m) with Pile Foundation) over Kamal Khola in Baigundhura, Gauradaha-9, Jhapa",5519,n/a,NPR,2018-04-29T12:49:11+05:45,
60,ocds-rw2stw-1DROD-6709/DRODMK/3371574/074/75- 9-2018-02-22T00:00:00+05:45,compiled,2018-02-22T00:00:00+05:45,ocds-rw2stw-1DROD-6709/DRODMK/3371574/074/75- 9,tender,476a7e9c7c118fcd88bd022213bf87a5,102 Division Road Office Damak,1DROD-6709/DRODMK/3371574/074/75- 9,"Construction of Pre-stressed Concrete Bridge over Devaniya Khola connecting Bhadrapur-13 and 15, kafle Tole,jhapa",NCB,active,works,,,false,,,open,,12,0,NPR,0,NPR,2018-03-27T12:00:00+05:45,2018-02-22T00:00:00+05:45,2018-03-17T12:00:00+05:45,2018-02-22T00:00:00+05:45,null,3371574,Government Budget,"Construction of Pre-stressed Concrete Bridge over Devaniya Khola connecting Bhadrapur-13 and 15, kafle Tole,jhapa",6709,n/a,NPR,2018-06-18T20:28:04+05:45,
61,ocds-rw2stw-1DROD-7553/DRODMK/3371653/074/75- 11-2018-03-07T14:00:00+05:45,compiled,2018-03-07T14:00:00+05:45,ocds-rw2stw-1DROD-7553/DRODMK/3371653/074/75- 11,tender,476a7e9c7c118fcd88bd022213bf87a5,102 Division Road Office Damak,1DROD-7553/DRODMK/3371653/074/75- 11,Recurrent Maintenance Work,NCB,active,works,,,false,,,open,,9,0,NPR,0,NPR,2018-04-06T12:00:00+05:45,2018-03-07T14:00:00+05:45,2018-03-27T12:00:00+05:45,2018-03-07T14:00:00+05:45,null,3371653,Government Budget,Recurrent Maintenance Work,7553,n/a,NPR,2018-04-23T11:15:28+05:45,
62,ocds-rw2stw-1DROB-11274/14/DROBRT/3371574/2074/75-046-2018-05-24T23:00:00+05:45,compiled,2018-05-24T23:00:00+05:45,ocds-rw2stw-1DROB-11274/14/DROBRT/3371574/2074/75-046,tender,f5931b65d10cab12d63ec3c8a2890148,105 Division Road Office Biratnagar,1DROB-11274/14/DROBRT/3371574/2074/75-046,"Construction of Prestressesd Girder RCC Bridge in Dahichap Fedi Das Khola Bridge, Sanischare Municipality-10, Morang",NCB,active,works,,,false,,,open,,12,0,NPR,0,NPR,2018-06-24T12:00:00+05:45,2018-05-24T23:00:00+05:45,2018-06-14T12:00:00+05:45,2018-05-24T23:00:00+05:45,null,3371574,Government Budget,"Construction of Prestressesd Girder RCC Bridge in Dahichap Fedi Das Khola Bridge, Sanischare Municipality-10, Morang",11274,n/a,NPR,,
63,ocds-rw2stw-1DROD-5375/DRODMK/3371653/074/75-5-2018-01-21T00:00:00+05:45,compiled,2018-01-21T00:00:00+05:45,ocds-rw2stw-1DROD-5375/DRODMK/3371653/074/75-5,tender,476a7e9c7c118fcd88bd022213bf87a5,102 Division Road Office Damak,1DROD-5375/DRODMK/3371653/074/75-5,Double Cell  Box Culvert Construction over Jhilmile Kholsi on Birtamode Shanishchare Budhabare Road,NCB,active,works,,,false,,,open,,14,0,NPR,0,NPR,2018-02-21T12:00:00+05:45,2018-01-21T00:00:00+05:45,2018-02-11T12:00:00+05:45,2018-01-21T00:00:00+05:45,null,3371653,Government Budget,Double Cell  Box Culvert Construction over Jhilmile Kholsi on Birtamode Shanishchare Budhabare Road,5375,n/a,NPR,2018-03-15T21:10:57+05:45,
